time =  6.5  T[1]   50.9769630212  T[5]   50.5387835803  T[10]   96.7348850512
time =  6.6  T[1]   51.0383767721  T[5]   50.5556070044  T[10]   102.54323804
time =  6.7  T[1]   51.1027262326  T[5]   50.5744870689  T[10]   108.432338871
time =  6.8  T[1]   51.1700801745  T[5]   50.5964779929  T[10]   114.393730246
time =  6.9  T[1]   51.2405082532  T[5]   50.622667951  T[10]   120.42029308
time =  7.0  T[1]   51.3140816705  T[5]   50.6541651415  T[10]   126.505979281
time =  7.1  T[1]   51.3908738689  T[5]   50.692085236  T[10]   132.645605993
time =  7.2  T[1]   51.4709612434  T[5]   50.7375403029  T[10]   138.83469586
time =  7.3  T[1]   51.5544238585  T[5]   50.7916292238  T[10]   145.069351941
time =  7.4  T[1]   51.6413461577  T[5]   50.8554295655  T[10]   151.346158946
time =  7.5  T[1]   51.7318176533  T[5]   50.9299908311  T[10]   157.662104577
time =  7.6  T[1]   51.8259335875  T[5]   51.0163289726  T[10]   162.658581057
time =  7.7  T[1]   51.9237955546  T[5]   51.1154210973  T[10]   165.165594507
time =  7.8  T[1]   52.0255120767  T[5]   51.2281945463  T[10]   165.79757213
time =  7.9  T[1]   52.1311991282  T[5]   51.3555036846  T[10]   165.002097877
time =  8.0  T[1]   52.2409806014  T[5]   51.4980957894  T[10]   163.107371196
time =  8.1  T[1]   52.3549887075  T[5]   51.6565724934  T[10]   160.355792111
time =  8.2  T[1]   52.4733643068  T[5]   51.8313534513  T[10]   156.927801806
time =  8.3  T[1]   52.5962571548  T[5]   52.0226471034  T[10]   152.958863257
time =  8.4  T[1]   52.7238260561  T[5]   52.2304312228  T[10]   148.551600522
time =  8.5  T[1]   52.8562389101  T[5]   52.4544440503  T[10]   143.784512037
time =  8.6  T[1]   52.9936726382  T[5]   52.6941854705  T[10]   138.718252322
time =  8.7  T[1]   53.1363129806  T[5]   52.9489268441  T[10]   133.400182331
time =  8.8  T[1]   53.2843541564  T[5]   53.2177277088  T[10]   127.867682722
time =  8.9  T[1]   53.4379983832  T[5]   53.499457461  T[10]   122.150579868
time =  9.0  T[1]   53.5974552567  T[5]   53.7928202346  T[10]   116.272932894
time =  9.1  T[1]   53.7629409975  T[5]   54.0963814153  T[10]   110.254358505
time =  9.2  T[1]   53.9346775753  T[5]   54.4085944977  T[10]   104.111019865
time =  9.3  T[1]   54.1128917237  T[5]   54.7278272781  T[10]   97.8563700619
time =  9.4  T[1]   54.2978138645  T[5]   55.0523866392  T[10]   91.5017152836
time =  9.5  T[1]   54.4896769607  T[5]   55.3805414184  T[10]   85.0566447982
time =  9.6  T[1]   54.6887153193  T[5]   55.7105430466  T[10]   78.5293619068
time =  9.7  T[1]   54.8951633652  T[5]   56.0406438038  T[10]   71.9269407966
time =  9.8  T[1]   55.1092544086  T[5]   56.369112658  T[10]   65.2555275695
time =  9.9  T[1]   55.331219425  T[5]   56.6942487473  T[10]   58.5204989134
time =  10.0  T[1]   55.5612858681  T[5]   57.0143926247  T[10]   51.7265884016
